filename,source,point_size
PR-BSS-00201-D-00063-B-000-00047_ed_line_137_pos_51_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_143_pos_55_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_152_pos_12_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_153_pos_28_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_153_pos_9_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_160_pos_29_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_161_pos_69_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_178_pos_50_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_178_pos_56_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_181_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_189_pos_5_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_192_pos_70_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_192_pos_88_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_223_pos_13_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_27_pos_58_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_27_pos_78_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_33_pos_79_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_41_pos_28_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_44_pos_74_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_58_pos_24_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_66_pos_19_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_66_pos_58_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_73_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_75_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_80_pos_4_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_84_pos_20_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_88_pos_15_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00047_ed_line_93_pos_19_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_101_pos_33_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_101_pos_5_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_104_pos_24_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_104_pos_71_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_104_pos_8_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_110_pos_4_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_110_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_116_pos_30_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_119_pos_1_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_119_pos_18_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_123_pos_57_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_125_pos_35_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_130_pos_3_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_130_pos_4_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_136_pos_41_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_136_pos_64_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_145_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_147_pos_46_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_147_pos_57_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_15_pos_76_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_160_pos_1_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_160_pos_23_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_160_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_162_pos_18_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_164_pos_37_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_171_pos_3_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_171_pos_62_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_177_pos_9_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_179_pos_43_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_179_pos_50_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_181_pos_3_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_183_pos_66_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_186_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_19_pos_77_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_21_pos_72_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_25_pos_22_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_29_pos_18_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_29_pos_37_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_30_pos_50_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_38_pos_1_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_38_pos_19_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_38_pos_37_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_38_pos_48_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_38_pos_59_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_42_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_42_pos_57_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_46_pos_43_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_46_pos_66_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_51_pos_21_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_53_pos_22_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_53_pos_55_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_53_pos_62_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_61_pos_14_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_76_pos_27_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_78_pos_17_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_8_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_96_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00058_ed_line_96_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_109_pos_14_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_119_pos_25_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_119_pos_74_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_121_pos_40_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_121_pos_46_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_136_pos_51_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_136_pos_65_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_147_pos_20_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_156_pos_29_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_158_pos_48_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_17_pos_75_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_182_pos_26_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_185_pos_68_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_192_pos_21_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_22_pos_74_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_36_pos_29_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_38_pos_28_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_43_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_59_pos_60_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_68_pos_39_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_79_pos_55_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_79_pos_56_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_8_pos_19_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_83_pos_35_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_83_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00067_ed_line_83_pos_63_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_101_pos_13_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_103_pos_28_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_107_pos_7_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_11_pos_14_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_110_pos_21_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_14_pos_42_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_145_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_160_pos_36_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_164_pos_26_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_17_pos_39_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_177_pos_14_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_181_pos_20_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_181_pos_27_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_185_pos_24_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_185_pos_65_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_190_pos_40_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_194_pos_35_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_194_pos_42_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_194_pos_78_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_196_pos_45_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_196_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_199_pos_22_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_199_pos_9_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_207_pos_73_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_221_pos_69_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_222_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_224_pos_20_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_224_pos_68_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_40_pos_30_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_43_pos_45_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_46_pos_30_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_54_pos_6_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_65_pos_31_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_65_pos_38_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_65_pos_60_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_68_pos_48_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_7_pos_52_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_72_pos_2_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_86_pos_10_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_92_pos_57_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00077_ed_line_95_pos_34_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_106_pos_44_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_11_pos_18_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_11_pos_6_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_120_pos_74_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_123_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_127_pos_31_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_127_pos_46_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_127_pos_47_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_132_pos_51_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_136_pos_85_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_147_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_147_pos_64_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_162_pos_44_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_166_pos_29_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_166_pos_30_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_166_pos_34_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_188_pos_45_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_19_pos_20_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_19_pos_59_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_19_pos_67_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_19_pos_9_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_191_pos_83_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_198_pos_11_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_198_pos_18_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_20_pos_12_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_20_pos_38_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_207_pos_69_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_215_pos_11_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_27_pos_40_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_27_pos_50_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_31_pos_36_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_33_pos_16_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_33_pos_61_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_35_pos_41_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_43_pos_69_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_44_pos_13_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_44_pos_24_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_44_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_51_pos_27_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_8_pos_25_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_81_pos_43_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_82_pos_11_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_86_pos_59_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_94_pos_18_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_98_pos_69_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00087_ed_line_98_pos_76_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_115_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_117_pos_23_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_146_pos_74_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_151_pos_60_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_163_pos_34_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_167_pos_30_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_176_pos_80_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_20_pos_14_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_45_pos_28_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_61_pos_16_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_61_pos_25_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_61_pos_3_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_61_pos_6_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00094_ed_line_91_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_126_pos_45_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_126_pos_9_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_156_pos_24_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_156_pos_32_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_156_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_166_pos_11_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_172_pos_61_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_176_pos_42_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_176_pos_49_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_182_pos_40_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_182_pos_66_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_182_pos_69_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_197_pos_44_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_197_pos_65_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_202_pos_16_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_202_pos_27_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_218_pos_14_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_22_pos_8_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_228_pos_26_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_35_pos_12_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_59_pos_30_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_76_pos_29_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_76_pos_55_RLC m.png,Holy Bible,16_Great_Primer
PR-BSS-00201-D-00063-B-000-00107_ed_line_87_pos_34_RLC m.png,Holy Bible,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_11_pos_28_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_15_pos_13_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_15_pos_14_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_18_pos_27_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_22_pos_10_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_22_pos_15_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_23_pos_6_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00009_ed_500dpi_line_26_pos_24_RLC m.png,Virgil,16_Great_Primer
